DapipId,AgencyId,AgencyName,ProgramId,ProgramName,SequentialId,ActionDescription,ActionDate,JustificationDescription,JustificationOther,EndDate
"120591","2","New England Commission of Higher Education","1","Institutional Accreditation","1","Renewal of Accreditation","11/21/2008 12:00:00 AM","Is in compliance with all of the agency's accreditation standards","",""
"120607","2","New England Commission of Higher Education","1","Institutional Accreditation","1","Renewal of Accreditation","3/5/2009 12:00:00 AM","Is in compliance with all of the agency's accreditation standards","",""
"120555","2","New England Commission of Higher Education","1","Institutional Accreditation","1","Renewal of Accreditation","11/16/2017 12:00:00 AM","Is in compliance with all of the agency's accreditation standards","",""
"120564","2","New England Commission of Higher Education","1","Institutional Accreditation","1","Renewal of Accreditation","3/8/2013 12:00:00 AM","Is in compliance with all of the agency's accreditation standards","",""
"120573","2","New England Commission of Higher Education","1","Institutional Accreditation","1","Renewal of Accreditation","11/19/2009 12:00:00 AM","Is in compliance with all of the agency's accreditation standards","",""
"120795","2","New England Commission of Higher Education","1","Institutional Accreditation","1","Loss of Accreditation or Preaccreditation: Voluntary Withdrawal","9/22/2016 12:00:00 AM","Other - Provide unlisted or multiple justifications","merged with Berklee College of Music",""
"120768","2","New England Commission of Higher Education","1","Institutional Accreditation","1","Renewal of Accreditation","3/3/2017 12:00:00 AM","Is in compliance with all of the agency's accreditation standards","",""
"120777","2","New England Commission of Higher Education","1","Institutional Accreditation","1","Renewal of Accreditation","4/19/2012 12:00:00 AM","Is in compliance with all of the agency's accreditation standards","",""
"120786","2","New England Commission of Higher Education","1","Institutional Accreditation","1","Renewal of Accreditation","11/17/2017 12:00:00 AM","Is in compliance with all of the agency's accreditation standards","",""
"120713","2","New England Commission of Higher Education","1","Institutional Accreditation","1","Renewal of Accreditation","3/1/2018 12:00:00 AM","Is in compliance with all of the agency's accreditation standards","",""
"120722","2","New England Commission of Higher Education","1","Institutional Accreditation","1","Renewal of Accreditation","11/22/2013 12:00:00 AM","Is in compliance with all of the agency's accreditation standards","",""
"120731","2","New England Commission of Higher Education","1","Institutional Accreditation","1","Renewal of Accreditation","9/23/2016 12:00:00 AM","Is in compliance with all of the agency's accreditation standards","",""
"120740","2","New England Commission of Higher Education","1","Institutional Accreditation","1","Renewal of Accreditation","3/4/2010 12:00:00 AM","Is in compliance with all of the agency's accreditation standards","",""
"119517","2","New England Commission of Higher Education","1","Institutional Accreditation","1","Renewal of Accreditation","9/20/2013 12:00:00 AM","Is in compliance with all of the agency's accreditation standards","",""
"119650","2","New England Commission of Higher Education","1","Institutional Accreditation","1","Renewal of Accreditation","9/18/2008 12:00:00 AM","Is in compliance with all of the agency's accreditation standards","",""
"119605","2","New England Commission of Higher Education","1","Institutional Accreditation","1","Renewal of Accreditation","3/3/2017 12:00:00 AM","Is in compliance with all of the agency's accreditation standards","",""
"119614","2","New England Commission of Higher Education","1","Institutional Accreditation","1","Renewal of Accreditation","11/20/2014 12:00:00 AM","Is in compliance with all of the agency's accreditation standards","",""
"119483","2","New England Commission of Higher Education","1","Institutional Accreditation","1","Renewal of Accreditation","11/20/2008 12:00:00 AM","Is in compliance with all of the agency's accreditation standards","",""
"119492","2","New England Commission of Higher Education","1","Institutional Accreditation","1","Renewal of Accreditation","2/28/2008 12:00:00 AM","Is in compliance with all of the agency's accreditation standards","",""
"119508","2","New England Commission of Higher Education","1","Institutional Accreditation","1","Renewal of Accreditation","9/17/2009 12:00:00 AM","Is in compliance with all of the agency's accreditation standards","",""
"119456","2","New England Commission of Higher Education","1","Institutional Accreditation","1","Renewal of Accreditation","3/2/2018 12:00:00 AM","Is in compliance with all of the agency's accreditation standards","",""
"119465","2","New England Commission of Higher Education","1","Institutional Accreditation","1","Renewal of Accreditation","11/22/2013 12:00:00 AM","Is in compliance with all of the agency's accreditation standards","",""
"119410","2","New England Commission of Higher Education","1","Institutional Accreditation","1","Renewal of Accreditation","3/1/2018 12:00:00 AM","Is in compliance with all of the agency's accreditation standards","",""
"119438","2","New England Commission of Higher Education","1","Institutional Accreditation","1","Renewal of Accreditation","4/14/2011 12:00:00 AM","Is in compliance with all of the agency's accreditation standards","",""
"119526","2","New England Commission of Higher Education","1","Institutional Accreditation","1","Renewal of Accreditation","11/21/2008 12:00:00 AM","Is in compliance with all of the agency's accreditation standards","",""
"119544","2","New England Commission of Higher Education","1","Institutional Accreditation","1","Renewal of Accreditation","11/19/2015 12:00:00 AM","Is in compliance with all of the agency's accreditation standards","",""
"119553","2","New England Commission of Higher Education","1","Institutional Accreditation","1","Renewal of Accreditation","11/15/2012 12:00:00 AM","Is in compliance with all of the agency's accreditation standards","",""
"119562","2","New England Commission of Higher Education","1","Institutional Accreditation","1","Renewal of Accreditation","3/3/2016 12:00:00 AM","Is in compliance with all of the agency's accreditation standards","",""
"119571","2","New England Commission of Higher Education","1","Institutional Accreditation","1","Renewal of Accreditation","3/5/2015 12:00:00 AM","Other - Provide unlisted or multiple justifications","Merged with University of Maine, Orono.
Relinquished separate accreditation 06/30/2018",""
"119580","2","New England Commission of Higher Education","1","Institutional Accreditation","1","Renewal of Accreditation","9/18/2009 12:00:00 AM","Is in compliance with all of the agency's accreditation standards","",""
"119720","2","New England Commission of Higher Education","1","Institutional Accreditation","1","Renewal of Accreditation","3/6/2014 12:00:00 AM","Is in compliance with all of the agency's accreditation standards","",""
"119739","2","New England Commission of Higher Education","1","Institutional Accreditation","1","Renewal of Accreditation","9/20/2013 12:00:00 AM","Is in compliance with all of the agency's accreditation standards","",""
"119748","2","New England Commission of Higher Education","1","Institutional Accreditation","1","Renewal of Accreditation","11/20/2009 12:00:00 AM","Is in compliance with all of the agency's accreditation standards","",""
"119687","2","New England Commission of Higher Education","1","Institutional Accreditation","1","Renewal of Accreditation","4/20/2012 12:00:00 AM","Is in compliance with all of the agency's accreditation standards","",""
"119702","2","New England Commission of Higher Education","1","Institutional Accreditation","1","Renewal of Accreditation","9/19/2008 12:00:00 AM","Is in compliance with all of the agency's accreditation standards","",""
"119711","2","New England Commission of Higher Education","1","Institutional Accreditation","1","Renewal of Accreditation","9/23/2011 12:00:00 AM","Is in compliance with all of the agency's accreditation standards","",""
"119678","2","New England Commission of Higher Education","1","Institutional Accreditation","1","Renewal of Accreditation","9/20/2007 12:00:00 AM","Is in compliance with all of the agency's accreditation standards","",""
"119641","2","New England Commission of Higher Education","1","Institutional Accreditation","1","Renewal of Accreditation","9/28/2017 12:00:00 AM","Is in compliance with all of the agency's accreditation standards","",""
"121822","2","New England Commission of Higher Education","1","Institutional Accreditation","1","Renewal of Accreditation","11/17/2011 12:00:00 AM","Is in compliance with all of the agency's accreditation standards","",""
"121868","2","New England Commission of Higher Education","1","Institutional Accreditation","1","Renewal of Accreditation","11/18/2016 12:00:00 AM","Is in compliance with all of the agency's accreditation standards","",""
"121877","2","New England Commission of Higher Education","1","Institutional Accreditation","1","Renewal of Accreditation","4/18/2008 12:00:00 AM","Is in compliance with all of the agency's accreditation standards","",""
"121895","2","New England Commission of Higher Education","1","Institutional Accreditation","1","Renewal of Accreditation","3/3/2011 12:00:00 AM","Is in compliance with all of the agency's accreditation standards","",""
"121901","2","New England Commission of Higher Education","1","Institutional Accreditation","1","Renewal of Accreditation","9/22/2011 12:00:00 AM","Is in compliance with all of the agency's accreditation standards","",""
"121929","2","New England Commission of Higher Education","1","Institutional Accreditation","1","Renewal of Accreditation","4/16/2010 12:00:00 AM","Is in compliance with all of the agency's accreditation standards","",""
"121910","2","New England Commission of Higher Education","1","Institutional Accreditation","1","Renewal of Accreditation","9/17/2010 12:00:00 AM","Is in compliance with all of the agency's accreditation standards","",""
"121859","2","New England Commission of Higher Education","1","Institutional Accreditation","1","Renewal of Accreditation","3/3/2011 12:00:00 AM","Is in compliance with all of the agency's accreditation standards","",""
"122010","2","New England Commission of Higher Education","1","Institutional Accreditation","1","Renewal of Accreditation","4/15/2010 12:00:00 AM","Is in compliance with all of the agency's accreditation standards","",""
"122029","2","New England Commission of Higher Education","1","Institutional Accreditation","1","Loss of Accreditation or Preaccreditation: Voluntary Withdrawal","6/1/2018 12:00:00 AM","Other - Provide unlisted or multiple justifications","merged with Boston University",""
"122038","2","New England Commission of Higher Education","1","Institutional Accreditation","1","Renewal of Accreditation","3/2/2018 12:00:00 AM","Is in compliance with all of the agency's accreditation standards","",""
"122047","2","New England Commission of Higher Education","1","Institutional Accreditation","1","Renewal of Accreditation","9/20/2012 12:00:00 AM","Is in compliance with all of the agency's accreditation standards","",""
"122056","2","New England Commission of Higher Education","1","Institutional Accreditation","1","Renewal of Accreditation","3/8/2013 12:00:00 AM","Is in compliance with all of the agency's accreditation standards","",""
"121983","2","New England Commission of Higher Education","1","Institutional Accreditation","1","Renewal of Accreditation","9/21/2012 12:00:00 AM","Is in compliance with all of the agency's accreditation standards","",""
"121992","2","New England Commission of Higher Education","1","Institutional Accreditation","1","Renewal of Accreditation","11/15/2012 12:00:00 AM","Is in compliance with all of the agency's accreditation standards","",""
"121938","2","New England Commission of Higher Education","1","Institutional Accreditation","1","Renewal of Accreditation","3/7/2014 12:00:00 AM","Is in compliance with all of the agency's accreditation standards","",""
"121956","2","New England Commission of Higher Education","1","Institutional Accreditation","1","Renewal of Accreditation","9/19/2013 12:00:00 AM","Is in compliance with all of the agency's accreditation standards","",""
"121965","2","New England Commission of Higher Education","1","Institutional Accreditation","1","Renewal of Accreditation","11/20/2009 12:00:00 AM","Is in compliance with all of the agency's accreditation standards","",""
"121974","2","New England Commission of Higher Education","1","Institutional Accreditation","1","Renewal of Accreditation","3/2/2012 12:00:00 AM","Is in compliance with all of the agency's accreditation standards","",""
"121442","2","New England Commission of Higher Education","1","Institutional Accreditation","1","Renewal of Accreditation","11/15/2012 12:00:00 AM","Is in compliance with all of the agency's accreditation standards","",""
"121479","2","New England Commission of Higher Education","1","Institutional Accreditation","1","Renewal of Accreditation","4/21/2017 12:00:00 AM","Is in compliance with all of the agency's accreditation standards","",""
"121521","2","New England Commission of Higher Education","1","Institutional Accreditation","1","Renewal of Accreditation","2/28/2008 12:00:00 AM","Is in compliance with all of the agency's accreditation standards","",""
"121530","2","New England Commission of Higher Education","1","Institutional Accreditation","1","Institution Closed","5/17/2018 12:00:00 AM","Other - Provide unlisted or multiple justifications","Mount Ida College will maintain accreditation through January 31, 2019 for the sole purpose of awarding degrees to students who complete their programs by that time.",""
"121503","2","New England Commission of Higher Education","1","Institutional Accreditation","1","Renewal of Accreditation","3/6/2015 12:00:00 AM","Is in compliance with all of the agency's accreditation standards","",""
"121512","2","New England Commission of Higher Education","1","Institutional Accreditation","1","Renewal of Accreditation","4/20/2012 12:00:00 AM","Is in compliance with all of the agency's accreditation standards","",""
"121497","2","New England Commission of Higher Education","1","Institutional Accreditation","1","Renewal of Accreditation","11/18/2010 12:00:00 AM","Is in compliance with all of the agency's accreditation standards","",""
"121345","2","New England Commission of Higher Education","1","Institutional Accreditation","1","Renewal of Accreditation","11/18/2016 12:00:00 AM","Is in compliance with all of the agency's accreditation standards","",""
"121354","2","New England Commission of Higher Education","1","Institutional Accreditation","1","Renewal of Accreditation","3/4/2010 12:00:00 AM","Is in compliance with all of the agency's accreditation standards","",""
"121363","2","New England Commission of Higher Education","1","Institutional Accreditation","1","Renewal of Accreditation","11/19/2015 12:00:00 AM","Is in compliance with all of the agency's accreditation standards","",""
"121372","2","New England Commission of Higher Education","1","Institutional Accreditation","1","Renewal of Accreditation","11/19/2015 12:00:00 AM","Is in compliance with all of the agency's accreditation standards","",""
"121381","2","New England Commission of Higher Education","1","Institutional Accreditation","1","Renewal of Accreditation","11/16/2017 12:00:00 AM","Is in compliance with all of the agency's accreditation standards","",""
"121406","2","New England Commission of Higher Education","1","Institutional Accreditation","1","Renewal of Accreditation","9/22/2005 12:00:00 AM","Is in compliance with all of the agency's accreditation standards","",""
"121415","2","New England Commission of Higher Education","1","Institutional Accreditation","1","Renewal of Accreditation","4/16/2010 12:00:00 AM","Is in compliance with all of the agency's accreditation standards","",""
"121424","2","New England Commission of Higher Education","1","Institutional Accreditation","1","Renewal of Accreditation","9/23/2011 12:00:00 AM","Is in compliance with all of the agency's accreditation standards","",""
"121433","2","New England Commission of Higher Education","1","Institutional Accreditation","1","Renewal of Accreditation","4/18/2013 12:00:00 AM","Is in compliance with all of the agency's accreditation standards","",""
"121549","2","New England Commission of Higher Education","1","Institutional Accreditation","1","Renewal of Accreditation","9/21/2012 12:00:00 AM","Is in compliance with all of the agency's accreditation standards","",""
"121567","2","New England Commission of Higher Education","1","Institutional Accreditation","1","Loss of Accreditation or Preaccreditation: Voluntary Withdrawal","8/19/2016 12:00:00 AM","Other - Provide unlisted or multiple justifications","voluntarily withdrew following merger with another institution",""
"121594","2","New England Commission of Higher Education","1","Institutional Accreditation","1","Renewal of Accreditation","3/4/2010 12:00:00 AM","Is in compliance with all of the agency's accreditation standards","",""
"121600","2","New England Commission of Higher Education","1","Institutional Accreditation","1","Renewal of Accreditation","4/19/2013 12:00:00 AM","Is in compliance with all of the agency's accreditation standards","",""
"121655","2","New England Commission of Higher Education","1","Institutional Accreditation","1","Renewal of Accreditation","3/4/2016 12:00:00 AM","Is in compliance with all of the agency's accreditation standards","",""
"121664","2","New England Commission of Higher Education","1","Institutional Accreditation","1","Renewal of Accreditation","4/23/2015 12:00:00 AM","Is in compliance with all of the agency's accreditation standards","",""
"121673","2","New England Commission of Higher Education","1","Institutional Accreditation","1","Renewal of Accreditation","3/6/2014 12:00:00 AM","Is in compliance with all of the agency's accreditation standards","",""
"121691","2","New England Commission of Higher Education","1","Institutional Accreditation","1","Renewal of Accreditation","4/6/2010 12:00:00 AM","Is in compliance with all of the agency's accreditation standards","",""
"121725","2","New England Commission of Higher Education","1","Institutional Accreditation","1","Renewal of Accreditation","3/4/2011 12:00:00 AM","Is in compliance with all of the agency's accreditation standards","",""
"121734","2","New England Commission of Higher Education","1","Institutional Accreditation","1","Renewal of Accreditation","9/19/2013 12:00:00 AM","Is in compliance with all of the agency's accreditation standards","",""
"121743","2","New England Commission of Higher Education","1","Institutional Accreditation","1","Accreditation Reaffirmed: Probation Removed","3/1/2018 12:00:00 AM","Is in compliance with all of the agency's accreditation standards","",""
"121761","2","New England Commission of Higher Education","1","Institutional Accreditation","1","Renewal of Accreditation","3/3/2017 12:00:00 AM","Is in compliance with all of the agency's accreditation standards","",""
"121761","2","New England Commission of Higher Education","1","Institutional Accreditation","1","Renewal of Accreditation","3/3/2017 12:00:00 AM","Is in compliance with all of the agency's accreditation standards","",""
"121707","2","New England Commission of Higher Education","1","Institutional Accreditation","1","Institution Closed","12/15/2017 12:00:00 AM","Other - Provide unlisted or multiple justifications","Institution closed and relinquished accreditation",""
"121716","2","New England Commission of Higher Education","1","Institutional Accreditation","1","Renewal of Accreditation","4/16/2009 12:00:00 AM","Is in compliance with all of the agency's accreditation standards","",""
"121804","2","New England Commission of Higher Education","1","Institutional Accreditation","1","Renewal of Accreditation","9/25/2015 12:00:00 AM","Is in compliance with all of the agency's accreditation standards","",""
"121813","2","New England Commission of Higher Education","1","Institutional Accreditation","1","Renewal of Accreditation","4/14/2011 12:00:00 AM","Is in compliance with all of the agency's accreditation standards","",""
"121798","2","New England Commission of Higher Education","1","Institutional Accreditation","1","Renewal of Accreditation","3/7/2014 12:00:00 AM","Is in compliance with all of the agency's accreditation standards","",""
"121770","2","New England Commission of Higher Education","1","Institutional Accreditation","1","Renewal of Accreditation","3/7/2014 12:00:00 AM","Is in compliance with all of the agency's accreditation standards","",""
"155089","2","New England Commission of Higher Education","1","Institutional Accreditation","1","Renewal of Accreditation","11/16/2012 12:00:00 AM","Is in compliance with all of the agency's accreditation standards","",""
"152336","2","New England Commission of Higher Education","1","Institutional Accreditation","1","Renewal of Accreditation","9/22/2016 12:00:00 AM","Is in compliance with all of the agency's accreditation standards","",""
"163301","2","New England Commission of Higher Education","1","Institutional Accreditation","1","Renewal of Accreditation","4/15/2010 12:00:00 AM","Is in compliance with all of the agency's accreditation standards","",""
"147244","2","New England Commission of Higher Education","1","Institutional Accreditation","1","Renewal of Accreditation","9/22/2016 12:00:00 AM","Is in compliance with all of the agency's accreditation standards","",""
"147253","2","New England Commission of Higher Education","1","Institutional Accreditation","1","Renewal of Accreditation","9/22/2016 12:00:00 AM","Is in compliance with all of the agency's accreditation standards","",""
"147068","2","New England Commission of Higher Education","1","Institutional Accreditation","1","Renewal of Accreditation","3/4/2010 12:00:00 AM","Is in compliance with all of the agency's accreditation standards","",""
"147077","2","New England Commission of Higher Education","1","Institutional Accreditation","1","Loss of Accreditation or Preaccreditation: Denial","4/16/2016 12:00:00 AM","Fails to meet agency standards for initial or renewed accreditation","",""
"147086","2","New England Commission of Higher Education","1","Institutional Accreditation","1","Renewal of Accreditation","4/20/2012 12:00:00 AM","Is in compliance with all of the agency's accreditation standards","",""
"147095","2","New England Commission of Higher Education","1","Institutional Accreditation","1","Renewal of Accreditation","3/4/2016 12:00:00 AM","Is in compliance with all of the agency's accreditation standards","",""
"147208","2","New England Commission of Higher Education","1","Institutional Accreditation","1","Renewal of Accreditation","9/16/2010 12:00:00 AM","Is in compliance with all of the agency's accreditation standards","",""
"147217","2","New England Commission of Higher Education","1","Institutional Accreditation","1","Renewal of Accreditation","4/24/2014 12:00:00 AM","Is in compliance with all of the agency's accreditation standards","",""
"147226","2","New England Commission of Higher Education","1","Institutional Accreditation","1","Renewal of Accreditation","3/3/2016 12:00:00 AM","Is in compliance with all of the agency's accreditation standards","",""
"147235","2","New England Commission of Higher Education","1","Institutional Accreditation","1","Renewal of Accreditation","9/17/2009 12:00:00 AM","Is in compliance with all of the agency's accreditation standards","",""
"147271","2","New England Commission of Higher Education","1","Institutional Accreditation","1","Renewal of Accreditation","4/15/2011 12:00:00 AM","Is in compliance with all of the agency's accreditation standards","",""
"147280","2","New England Commission of Higher Education","1","Institutional Accreditation","1","Renewal of Accreditation","11/19/2009 12:00:00 AM","Is in compliance with all of the agency's accreditation standards","",""
"147101","2","New England Commission of Higher Education","1","Institutional Accreditation","1","Renewal of Accreditation","11/15/2012 12:00:00 AM","Is in compliance with all of the agency's accreditation standards","",""
"147110","2","New England Commission of Higher Education","1","Institutional Accreditation","1","Renewal of Accreditation","11/18/2010 12:00:00 AM","Is in compliance with all of the agency's accreditation standards","",""
"147129","2","New England Commission of Higher Education","1","Institutional Accreditation","1","Renewal of Accreditation","4/21/2016 12:00:00 AM","Is in compliance with all of the agency's accreditation standards","",""
"147138","2","New England Commission of Higher Education","1","Institutional Accreditation","1","Renewal of Accreditation","4/21/2017 12:00:00 AM","Is in compliance with all of the agency's accreditation standards","",""
"147147","2","New England Commission of Higher Education","1","Institutional Accreditation","1","Renewal of Accreditation","3/3/2011 12:00:00 AM","Is in compliance with all of the agency's accreditation standards","",""
"147156","2","New England Commission of Higher Education","1","Institutional Accreditation","1","Renewal of Accreditation","3/5/2015 12:00:00 AM","Is in compliance with all of the agency's accreditation standards","",""
"147165","2","New England Commission of Higher Education","1","Institutional Accreditation","1","Renewal of Accreditation","3/1/2012 12:00:00 AM","Is in compliance with all of the agency's accreditation standards","",""
"147183","2","New England Commission of Higher Education","1","Institutional Accreditation","1","Renewal of Accreditation","4/14/2011 12:00:00 AM","Is in compliance with all of the agency's accreditation standards","",""
"141875","2","New England Commission of Higher Education","1","Institutional Accreditation","1","Renewal of Accreditation","11/19/2009 12:00:00 AM","Is in compliance with all of the agency's accreditation standards","",""
"141884","2","New England Commission of Higher Education","1","Institutional Accreditation","1","Renewal of Accreditation","11/19/2010 12:00:00 AM","Is in compliance with all of the agency's accreditation standards","",""
"141893","2","New England Commission of Higher Education","1","Institutional Accreditation","1","Renewal of Accreditation","4/16/2009 12:00:00 AM","Is in compliance with all of the agency's accreditation standards","",""
"141918","2","New England Commission of Higher Education","1","Institutional Accreditation","1","Renewal of Accreditation","9/18/2013 12:00:00 AM","Is in compliance with all of the agency's accreditation standards","",""
"142018","2","New England Commission of Higher Education","1","Institutional Accreditation","1","Renewal of Accreditation","4/20/2017 12:00:00 AM","Is in compliance with all of the agency's accreditation standards","",""
"142018","2","New England Commission of Higher Education","1","Institutional Accreditation","2","Renewal of Accreditation","4/20/2017 12:00:00 AM","Is in compliance with all of the agency's accreditation standards","",""
"142027","2","New England Commission of Higher Education","1","Institutional Accreditation","1","Renewal of Accreditation","11/18/2011 12:00:00 AM","Is in compliance with all of the agency's accreditation standards","",""
"142009","2","New England Commission of Higher Education","1","Institutional Accreditation","1","Renewal of Accreditation","11/18/2016 12:00:00 AM","Is in compliance with all of the agency's accreditation standards","",""
"141990","2","New England Commission of Higher Education","1","Institutional Accreditation","1","Renewal of Accreditation","3/1/2018 12:00:00 AM","Is in compliance with all of the agency's accreditation standards","",""
"141963","2","New England Commission of Higher Education","1","Institutional Accreditation","1","Renewal of Accreditation","3/1/2012 12:00:00 AM","Is in compliance with all of the agency's accreditation standards","",""
"141954","2","New England Commission of Higher Education","1","Institutional Accreditation","1","Renewal of Accreditation","4/18/2008 12:00:00 AM","Is in compliance with all of the agency's accreditation standards","",""
"141981","2","New England Commission of Higher Education","1","Institutional Accreditation","1","Renewal of Accreditation","9/18/2014 12:00:00 AM","Is in compliance with all of the agency's accreditation standards","",""
"207193","2","New England Commission of Higher Education","1","Institutional Accreditation","1","Renewal of Accreditation","3/2/2012 12:00:00 AM","Is in compliance with all of the agency's accreditation standards","",""
"190150","2","New England Commission of Higher Education","1","Institutional Accreditation","2","Loss of Accreditation or Preaccreditation: Voluntary Withdrawal","12/31/2016 12:00:00 AM","Other - Provide unlisted or multiple justifications","institution closed",""
"190169","2","New England Commission of Higher Education","1","Institutional Accreditation","1","Renewal of Accreditation","11/20/2008 12:00:00 AM","Is in compliance with all of the agency's accreditation standards","",""
"164906","2","New England Commission of Higher Education","1","Institutional Accreditation","1","Renewal of Accreditation","11/18/2016 12:00:00 AM","Is in compliance with all of the agency's accreditation standards","",""
"164535","2","New England Commission of Higher Education","1","Institutional Accreditation","1","Renewal of Accreditation","9/29/2017 12:00:00 AM","Is in compliance with all of the agency's accreditation standards","",""
"165565","2","New England Commission of Higher Education","1","Institutional Accreditation","1","Renewal of Accreditation","4/23/2015 12:00:00 AM","Is in compliance with all of the agency's accreditation standards","",""
"170286","2","New England Commission of Higher Education","1","Institutional Accreditation","1","Renewal of Accreditation","11/18/2011 12:00:00 AM","Is in compliance with all of the agency's accreditation standards","",""
"169804","2","New England Commission of Higher Education","1","Institutional Accreditation","1","Institution Closed","6/14/2018 12:00:00 AM","Other - Provide unlisted or multiple justifications","Merged with the New England College of Business and Finance",""
"175999","2","New England Commission of Higher Education","1","Institutional Accreditation","1","Renewal of Accreditation","4/16/2009 12:00:00 AM","Is in compliance with all of the agency's accreditation standards","",""
"188243","2","New England Commission of Higher Education","1","Institutional Accreditation","1","Renewal of Accreditation","2/29/2008 12:00:00 AM","Is in compliance with all of the agency's accreditation standards","",""
"214519","2","New England Commission of Higher Education","1","Institutional Accreditation","1","Renewal of Accreditation","4/24/2015 12:00:00 AM","Is in compliance with all of the agency's accreditation standards","",""
"218131","2","New England Commission of Higher Education","1","Institutional Accreditation","1","Initial Accreditation","11/20/2015 12:00:00 AM","Is in compliance with all of the agency's accreditation standards","",""
"215105","20","New York State Board of Regents, and the Commissioner of Education","1","Institutional Accreditation","1","Probation or Equivalent or a More Severe Status: Other","2/13/2018 12:00:00 AM","Additional oversight is required to ensure a resolution of compliance issues","",""
"213950","20","New York State Board of Regents, and the Commissioner of Education","1","Institutional Accreditation","1","Renewal of Accreditation","1/12/2016 12:00:00 AM","Is in compliance with all of the agency's accreditation standards","",""
"215965","20","New York State Board of Regents, and the Commissioner of Education","1","Institutional Accreditation","1","Renewal of Accreditation","3/17/2015 12:00:00 AM","Is in compliance with all of the agency's accreditation standards","",""
"235325","20","New York State Board of Regents, and the Commissioner of Education","1","Institutional Accreditation","1","Grant Substantive Change: Degree","1/10/2017 12:00:00 AM","Is in compliance with all of the agency's accreditation standards","",""
"183716","20","New York State Board of Regents, and the Commissioner of Education","1","Institutional Accreditation","1","Probation or Equivalent or a More Severe Status: Other","6/13/2017 12:00:00 AM","Additional oversight is required to ensure a resolution of compliance issues","",""
"183716","20","New York State Board of Regents, and the Commissioner of Education","1","Institutional Accreditation","1","Grant Substantive Change: Degree","9/18/2018 12:00:00 AM","Other - Provide unlisted or multiple justifications","The New York State Board of Regents approved a change in scope of the institutional accreditation of Holy Trinity Orthodox Seminary, in recognition of the institution?s authority to award degrees at the master?s level.",""
"182236","20","New York State Board of Regents, and the Commissioner of Education","1","Institutional Accreditation","1","Probation or Equivalent or a More Severe Status: Other","1/12/2016 12:00:00 AM","Additional oversight is required to ensure a resolution of compliance issues","",""
"168537","20","New York State Board of Regents, and the Commissioner of Education","1","Institutional Accreditation","1","Loss of Accreditation or Preaccreditation: Voluntary Withdrawal","9/6/2016 12:00:00 AM","Other - Provide unlisted or multiple justifications","Per letter from institution dated September 6, 2016, institution voluntarily withdrew from accreditation with the NYS Board of Regents and Commissioner of Education.",""
"166717","20","New York State Board of Regents, and the Commissioner of Education","1","Institutional Accreditation","1","Renewal of Accreditation","9/16/2014 12:00:00 AM","Is in compliance with all of the agency's accreditation standards","",""
"189370","20","New York State Board of Regents, and the Commissioner of Education","1","Institutional Accreditation","1","Renewal of Accreditation","12/15/2014 12:00:00 AM","Is in compliance with all of the agency's accreditation standards","",""
"129589","20","New York State Board of Regents, and the Commissioner of Education","1","Institutional Accreditation","1","Loss of Accreditation or Preaccreditation: Denial","1/10/2017 12:00:00 AM","Fails to meet agency standards for initial or renewed accreditation","",""
"132790","20","New York State Board of Regents, and the Commissioner of Education","1","Institutional Accreditation","1","Institution Closed","6/30/2017 12:00:00 AM","Other - Provide unlisted or multiple justifications","Utica School of Commerce closed effective June 30, 2017, thereby terminating its accreditation.",""
"132231","20","New York State Board of Regents, and the Commissioner of Education","1","Institutional Accreditation","1","Institution Closed","4/21/2017 12:00:00 AM","Other - Provide unlisted or multiple justifications","Institution will cease operations as a degree-granting entity effective May 31, 2017, therefore its accreditation will terminate on that date.",""
"131849","20","New York State Board of Regents, and the Commissioner of Education","1","Institutional Accreditation","1","Probation or Equivalent or a More Severe Status: Other","2/13/2018 12:00:00 AM","Additional oversight is required to ensure a resolution of compliance issues","",""
"138318","6","Northwest Commission on Colleges and Universities","1","Institutional Accreditation","1","Renewal of Accreditation","1/24/2018 12:00:00 AM","Is in compliance with all of the agency's accreditation standards","",""
"127291","6","Northwest Commission on Colleges and Universities","1","Institutional Accreditation","1","Renewal of Accreditation","1/24/2018 12:00:00 AM","Additional oversight is required to ensure a resolution of compliance issues","",""
"126650","6","Northwest Commission on Colleges and Universities","1","Institutional Accreditation","1","Renewal of Accreditation","1/24/2018 12:00:00 AM","Is in compliance with all of the agency's accreditation standards","",""
"126465","6","Northwest Commission on Colleges and Universities","1","Institutional Accreditation","1","Renewal of Accreditation","1/24/2018 12:00:00 AM","Other - Provide unlisted or multiple justifications","Substantially in compliance with agency standards. Additional oversight is required to ensure a resolution of compliance issues.",""
"166300","6","Northwest Commission on Colleges and Universities","1","Institutional Accreditation","1","Renewal of Accreditation","1/24/2018 12:00:00 AM","Additional oversight is required to ensure a resolution of compliance issues","",""
"138521","6","Northwest Commission on Colleges and Universities","1","Institutional Accreditation","1","Accreditation Reaffirmed:  Warning Removed","2/1/2018 12:00:00 AM","Has satisfactorily addressed all compliance concerns from previous actions","",""
"138619","6","Northwest Commission on Colleges and Universities","1","Institutional Accreditation","1","Accreditation Reaffirmed:  Warning Removed","2/1/2018 12:00:00 AM","Has satisfactorily addressed all compliance concerns from previous actions","",""
"138585","6","Northwest Commission on Colleges and Universities","1","Institutional Accreditation","1","Renewal of Accreditation","7/26/2012 12:00:00 AM","Is in compliance with all of the agency's accreditation standards","",""
